"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"1559"	"FILM101"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Perform close textual analysis of films, including the use of relevant terminology in a knowledgeable and critical manner., 2-Demonstrate knowledge of Film Studies approaches to key concepts and categories., 3-Analyse some of the social and cultural meanings of film., 4-Display enhanced critical, analytical and argumentative skills., 5-Communicate ideas and arguments about cinema effectively and in a critical, creative and scholarly manner."
"1560"	"FILM102"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and characterise stylistic and narrative features of cinema through attention to specific film movements and their contexts, 2-Articulate specific knowledge of core topics and their relationship to historical and theoretical frameworks, 3-Place cinematic features within wider processes of audio-visual culture, 4-Demonstrate a general understanding of critical terms and concepts relating to the chosen film movements, 5-Argue persuasively in written and oral form"
"1561"	"FILM200"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"1562"	"FILM201"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate general knowledge of the key theoretical debates and questions in Film Studies relating to embodied approaches to cinema, with in-depth knowledge of specific texts, 2-Demonstrate a good understanding of critical terms and concepts relating to embodied approaches to cinema and be able to apply them to specific debates and/or analyses of films, 3-Analyse and critique a range of perspectives in Film Studies relating to embodied approaches to cinema, 4-Research critical and theoretical material in Film Studies relating to embodied approaches to cinema, 5-Communicate ideas and arguments about course materials in a persuasive manner whether in written, spoken or audiovisual form"
"1563"	"FILM202"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate specific knowledge of the aesthetic construction of the cinema of Aotearoa New Zealand and how this cinema engages with local, national and global concerns, 2-Analyse New Zealand film as a field connected to institutional, industrial, historical and cultural formations and practices, 3-Situate New Zealand cinema within a broad understanding of national and international cinema, as well as debates around national and cultural identity, 4-Research issues pertaining to New Zealand cinema effectively, 5-Communicate their interpretations of films and arguments about New Zealand cinema in a persuasive manner"
"1564"	"FILM203"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate specific knowledge of cinematic activism and its engagement with local, national and global concerns, 2-Analyse institutional, industrial, historical and cultural factors relevant to cinematic activism, 3-Effectively research issues pertaining to cinema and activism, 4-Present persuasive arguments about cinema and activism in a variety of forms"
"1565"	"FILM204"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Analyse a body of cinematic texts and practices in the documentary tradition , specifically in terms of styles and voices of documentary, 2-Demonstrate knowledge and understanding of key films and filmmakers who have helped shape documentary cinema, 3-Identify significant issues affecting documentary practices including matters of ethics, and relation with truth and subjects and engage in debate and discussion related to these core concerns, 4-Describe and engage with the existing literature on documentary film history and the contemporary debates relating to the form and function of documentary, 5-Communicate rigorous, scholarly arguments based on research in a written and/or oral manner"
"1566"	"FILM205"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate knowledge of key features of fantasy as a film genre, display awareness of the thematic and aesthetic specifities of the fantasy film, and knowledge of the contemporary debates and issues at work within this genre., 2-Evaluate course readings and other relevant literature in a critical manner, 3-Conduct research into the fantasy genre, 4-Express persuasive arguments in a written, oral and/or creative manner"
"1567"	"FILM206"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate knowledge of important concepts, ideas and debates within Film Studies about contemporary Hollywood cinema, 2-Employ their improved critical skills, including their ability to characterise scholarly texts., 3-Display evidence of their enhanced textual analysis and research skills., 4-Demonstrate improvement in their ability to communicate in a critical, creative, and scholarly manner."
"1568"	"FILM210"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate knowledge of specific film production techniques and processes., 2-Demonstrate technical proficiency and creative ability with audio-visual equipment and editing facilities at an introductory level., 3-Demonstrate an understanding of film narrative structure and script writing., 4-Express their creativity and critical thinking about filmmaking in a range of media., 5-Develop their ability to work in a team."
"1569"	"FILM220"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"1570"	"FILM300"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"1571"	"FILM301"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"1572"	"FILM302"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate knowledge of key concepts, terms and debates in feminist, queer and transgender film criticism., 2-Characterise and evaluate relevant scholarly and visual texts., 3-Demonstrate advanced critical and textual analysis skills., 4-Produce persuasive arguments in written, oral, and/or visual form._x000D_
_x000D_
"
"1573"	"FILM303"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"1574"	"FILM304"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Conduct advanced critical analysis of the narrative, thematic, and/or audio-visual conventions of films made in a particular film culture (by certain directors, genres, and in relation to historical issues)., 2-Examine the cultural issues that a particular film culture raises for the contemporary viewer., 3-Demonstrate an advanced understanding of critical terms and concepts relating to a particular film culture, 4-Demonstrate advanced critical and research skills, including practice based research., 5-Produce sustained and persuasive, written, oral, and creative research-based arguments"
"1575"	"FILM305"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Demonstrate a detailed knowledge of the issues surrounding cinema&rsquo;s relationships with other media, particularly internet based media., 2-Demonstrate and apply an advanced understanding of relevant concepts and terms, 3-Characterise and evaluate relevant scholarly texts, 4-Demonstrate advanced critical and research skills, including practice based research., 5-Produce sustained and persuasive, written, oral, and creative research-based arguments"
